Subdistrict,Fishery,Sample week,HARVDATE,RED,KING,COHO
Glennallen Subdistrict,STATE SUB,,6/17/2020,6,0,0
Glennallen Subdistrict,STATE SUB,,6/17/2020,37,2,0
Glennallen Subdistrict,STATE SUB,,6/17/2020,15,1,0
Glennallen Subdistrict,STATE SUB,,6/17/2020,17,2,0
Glennallen Subdistrict,STATE SUB,,6/17/2020,6,1,0
Glennallen Subdistrict,STATE SUB,,6/17/2020,7,1,0
Glennallen Subdistrict,STATE SUB,,6/17/2020,12,2,0
Glennallen Subdistrict,STATE SUB,,6/17/2020,57,0,0
Glennallen Subdistrict,STATE SUB,,6/17/2020,6,0,0
Glennallen Subdistrict,STATE SUB,,6/17/2020,3,0,0
Glennallen Subdistrict,STATE SUB,,6/17/2020,22,0,0
Glennallen Subdistrict,Fed GSD Sub,,6/17/2020,1,0,0
Glennallen Subdistrict,Fed GSD Sub,,6/17/2020,14,1,0
Glennallen Subdistrict,Fed GSD Sub,,6/17/2020,6,2,0
Glennallen Subdistrict,Fed GSD Sub,,6/17/2020,11,0,0
Glennallen Subdistrict,Fed GSD Sub,,6/17/2020,9,1,0
Glennallen Subdistrict,Fed GSD Sub,,6/17/2020,15,5,0
Glennallen Subdistrict,Fed GSD Sub,,6/17/2020,0,1,0
Glennallen Subdistrict,Fed GSD Sub,,6/17/2020,12,1,0
Glennallen Subdistrict,Fed GSD Sub,,6/17/2020,0,0,0
Glennallen Subdistrict,Fed GSD Sub,,6/17/2020,5,0,0
Glennallen Subdistrict,Fed GSD Sub,,6/17/2020,1,0,0
Glennallen Subdistrict,Fed GSD Sub,,6/17/2020,10,0,0
Glennallen Subdistrict,Fed GSD Sub,,6/17/2020,50,0,0
Glennallen Subdistrict,Fed GSD Sub,,6/17/2020,21,0,0
Glennallen Subdistrict,Fed GSD Sub,,6/17/2020,9,0,0
Glennallen Subdistrict,Fed GSD Sub,,6/17/2020,9,3,0
Glennallen Subdistrict,Fed GSD Sub,,6/17/2020,13,5,0
Glennallen Subdistrict,Fed GSD Sub,,6/17/2020,20,3,0
Glennallen Subdistrict,Fed GSD Sub,,6/17/2020,80,1,0
Glennallen Subdistrict,STATE SUB,,6/18/2020,14,1,0
Glennallen Subdistrict,STATE SUB,,6/18/2020,0,1,0
Glennallen Subdistrict,STATE SUB,,6/18/2020,76,1,0
Glennallen Subdistrict,STATE SUB,,6/18/2020,4,1,0
Glennallen Subdistrict,STATE SUB,,6/18/2020,9,3,0
Glennallen Subdistrict,STATE SUB,,6/18/2020,20,1,0
Glennallen Subdistrict,STATE SUB,,6/18/2020,2,9,0
Glennallen Subdistrict,STATE SUB,,6/18/2020,9,2,0
Glennallen Subdistrict,STATE SUB,,6/18/2020,6,0,0
Glennallen Subdistrict,STATE SUB,,6/18/2020,21,2,0
Glennallen Subdistrict,STATE SUB,,6/18/2020,11,1,0
Glennallen Subdistrict,STATE SUB,,6/18/2020,9,0,0
Glennallen Subdistrict,STATE SUB,,6/18/2020,50,2,0
Glennallen Subdistrict,STATE SUB,,6/18/2020,31,3,0
Glennallen Subdistrict,STATE SUB,,6/18/2020,27,2,0
Glennallen Subdistrict,STATE SUB,,6/18/2020,6,0,0
Glennallen Subdistrict,STATE SUB,,6/18/2020,5,1,0
Glennallen Subdistrict,STATE SUB,,6/18/2020,5,0,0
Glennallen Subdistrict,STATE SUB,,6/18/2020,10,0,0
Glennallen Subdistrict,STATE SUB,,6/18/2020,6,2,0
Glennallen Subdistrict,STATE SUB,,6/18/2020,7,1,0
Glennallen Subdistrict,STATE SUB,,6/18/2020,2,0,0
Glennallen Subdistrict,STATE SUB,,6/18/2020,2,1,0
Glennallen Subdistrict,STATE SUB,,6/18/2020,0,2,0
Glennallen Subdistrict,STATE SUB,,6/18/2020,0,0,0
Glennallen Subdistrict,STATE SUB,,6/18/2020,0,0,0
Glennallen Subdistrict,STATE SUB,,6/18/2020,0,0,0
Glennallen Subdistrict,STATE SUB,,6/18/2020,0,0,0
Glennallen Subdistrict,STATE SUB,,6/18/2020,4,0,0
Glennallen Subdistrict,STATE SUB,,6/18/2020,1,0,0
Glennallen Subdistrict,STATE SUB,,6/18/2020,8,0,0
Glennallen Subdistrict,STATE SUB,,6/18/2020,3,0,0
Glennallen Subdistrict,STATE SUB,,6/18/2020,0,0,0
Glennallen Subdistrict,STATE SUB,,6/18/2020,67,2,0
Glennallen Subdistrict,STATE SUB,,6/18/2020,1,0,0
Glennallen Subdistrict,STATE SUB,,6/18/2020,1,0,0
Glennallen Subdistrict,STATE SUB,,6/18/2020,12,1,0
Glennallen Subdistrict,STATE SUB,,6/18/2020,15,6,0
Glennallen Subdistrict,STATE SUB,,6/18/2020,4,0,0
Glennallen Subdistrict,STATE SUB,,6/18/2020,0,0,0
Glennallen Subdistrict,STATE SUB,,6/18/2020,8,2,0
Glennallen Subdistrict,STATE SUB,,6/18/2020,5,1,0
Glennallen Subdistrict,STATE SUB,,6/18/2020,0,0,0
Glennallen Subdistrict,STATE SUB,,6/18/2020,6,0,0
Glennallen Subdistrict,STATE SUB,,6/18/2020,21,2,0
Glennallen Subdistrict,STATE SUB,,6/18/2020,1,0,0
Glennallen Subdistrict,STATE SUB,,6/18/2020,4,0,0
Glennallen Subdistrict,STATE SUB,,6/18/2020,5,1,0
Glennallen Subdistrict,STATE SUB,,6/18/2020,2,0,0
Glennallen Subdistrict,STATE SUB,,6/18/2020,0,0,0
Glennallen Subdistrict,STATE SUB,,6/18/2020,8,1,0
Glennallen Subdistrict,STATE SUB,,6/18/2020,0,0,0
Glennallen Subdistrict,STATE SUB,,6/18/2020,25,1,0
Glennallen Subdistrict,STATE SUB,,6/18/2020,2,0,0
Glennallen Subdistrict,STATE SUB,,6/18/2020,0,0,0
Glennallen Subdistrict,STATE SUB,,6/18/2020,19,0,0
Glennallen Subdistrict,STATE SUB,,6/18/2020,5,0,0
Glennallen Subdistrict,STATE SUB,,6/18/2020,29,0,0
Glennallen Subdistrict,STATE SUB,,6/18/2020,15,2,0
Glennallen Subdistrict,STATE SUB,,6/18/2020,0,0,0
Glennallen Subdistrict,Fed GSD Sub,,6/18/2020,4,1,0
Glennallen Subdistrict,Fed GSD Sub,,6/18/2020,12,0,0
Glennallen Subdistrict,Fed GSD Sub,,6/18/2020,8,1,0
Glennallen Subdistrict,Fed GSD Sub,,6/18/2020,4,1,0
Glennallen Subdistrict,Fed GSD Sub,,6/18/2020,14,0,0
Glennallen Subdistrict,Fed GSD Sub,,6/18/2020,4,0,0
Glennallen Subdistrict,Fed GSD Sub,,6/18/2020,6,0,0
Glennallen Subdistrict,Fed GSD Sub,,6/18/2020,31,0,0
Glennallen Subdistrict,Fed GSD Sub,,6/18/2020,19,0,0
Glennallen Subdistrict,Fed GSD Sub,,6/18/2020,1,0,0
Glennallen Subdistrict,Fed GSD Sub,,6/18/2020,0,0,0
Glennallen Subdistrict,Fed GSD Sub,,6/18/2020,6,0,0
Glennallen Subdistrict,Fed GSD Sub,,6/18/2020,12,5,0
Glennallen Subdistrict,Fed GSD Sub,,6/18/2020,1,0,0
Glennallen Subdistrict,Fed GSD Sub,,6/18/2020,2,1,0
Glennallen Subdistrict,STATE SUB,,6/19/2020,72,2,0
Glennallen Subdistrict,STATE SUB,,6/19/2020,26,1,0
Glennallen Subdistrict,STATE SUB,,6/19/2020,77,4,0
Glennallen Subdistrict,STATE SUB,,6/19/2020,5,0,0
Glennallen Subdistrict,STATE SUB,,6/19/2020,17,1,0
Glennallen Subdistrict,STATE SUB,,6/19/2020,0,1,0
Glennallen Subdistrict,STATE SUB,,6/19/2020,1,0,0
Glennallen Subdistrict,STATE SUB,,6/19/2020,2,0,0
Glennallen Subdistrict,STATE SUB,,6/19/2020,8,0,0
Glennallen Subdistrict,STATE SUB,,6/19/2020,16,1,0
Glennallen Subdistrict,STATE SUB,,6/19/2020,10,0,0
Glennallen Subdistrict,STATE SUB,,6/19/2020,60,1,0
Glennallen Subdistrict,STATE SUB,,6/19/2020,3,0,0
Glennallen Subdistrict,STATE SUB,,6/19/2020,8,0,0
Glennallen Subdistrict,STATE SUB,,6/19/2020,31,1,0
Glennallen Subdistrict,STATE SUB,,6/19/2020,7,0,0
Glennallen Subdistrict,STATE SUB,,6/19/2020,5,1,0
Glennallen Subdistrict,STATE SUB,,6/19/2020,100,0,0
Glennallen Subdistrict,STATE SUB,,6/19/2020,25,0,0
Glennallen Subdistrict,STATE SUB,,6/19/2020,10,0,0
Glennallen Subdistrict,STATE SUB,,6/19/2020,8,0,0
Glennallen Subdistrict,STATE SUB,,6/19/2020,2,1,0
Glennallen Subdistrict,STATE SUB,,6/19/2020,8,0,0
Glennallen Subdistrict,STATE SUB,,6/19/2020,5,0,0
Glennallen Subdistrict,STATE SUB,,6/19/2020,23,0,0
Glennallen Subdistrict,STATE SUB,,6/19/2020,0,1,0
Glennallen Subdistrict,STATE SUB,,6/19/2020,2,3,0
Glennallen Subdistrict,STATE SUB,,6/19/2020,2,0,0
Glennallen Subdistrict,STATE SUB,,6/19/2020,0,0,0
Glennallen Subdistrict,STATE SUB,,6/19/2020,0,0,0
Glennallen Subdistrict,STATE SUB,,6/19/2020,0,0,0
Glennallen Subdistrict,STATE SUB,,6/19/2020,3,0,0
Glennallen Subdistrict,STATE SUB,,6/19/2020,8,0,0
Glennallen Subdistrict,STATE SUB,,6/19/2020,0,0,0
Glennallen Subdistrict,STATE SUB,,6/19/2020,1,0,0
Glennallen Subdistrict,STATE SUB,,6/19/2020,16,0,0
Glennallen Subdistrict,STATE SUB,,6/19/2020,4,0,0
Glennallen Subdistrict,STATE SUB,,6/19/2020,2,0,0
Glennallen Subdistrict,STATE SUB,,6/19/2020,17,0,0
Glennallen Subdistrict,STATE SUB,,6/19/2020,0,0,0
Glennallen Subdistrict,STATE SUB,,6/19/2020,16,1,0
Glennallen Subdistrict,STATE SUB,,6/19/2020,5,0,0
Glennallen Subdistrict,STATE SUB,,6/19/2020,7,0,0
Glennallen Subdistrict,STATE SUB,,6/19/2020,3,0,0
Glennallen Subdistrict,STATE SUB,,6/19/2020,30,0,0
Glennallen Subdistrict,STATE SUB,,6/19/2020,12,1,0
Glennallen Subdistrict,STATE SUB,,6/19/2020,1,1,0
Glennallen Subdistrict,STATE SUB,,6/19/2020,1,0,0
Glennallen Subdistrict,STATE SUB,,6/19/2020,5,0,0
Glennallen Subdistrict,STATE SUB,,6/19/2020,85,3,0
Glennallen Subdistrict,STATE SUB,,6/19/2020,0,0,0
Glennallen Subdistrict,STATE SUB,,6/19/2020,0,0,0
Glennallen Subdistrict,STATE SUB,,6/19/2020,2,0,0
Glennallen Subdistrict,STATE SUB,,6/19/2020,35,3,0
Glennallen Subdistrict,STATE SUB,,6/19/2020,4,0,0
Glennallen Subdistrict,STATE SUB,,6/19/2020,6,0,0
Glennallen Subdistrict,STATE SUB,,6/19/2020,10,1,0
Glennallen Subdistrict,STATE SUB,,6/19/2020,2,0,0
Glennallen Subdistrict,STATE SUB,,6/19/2020,37,1,0
Glennallen Subdistrict,STATE SUB,,6/19/2020,4,0,0
Glennallen Subdistrict,STATE SUB,,6/19/2020,3,1,0
Glennallen Subdistrict,STATE SUB,,6/19/2020,5,1,0
Glennallen Subdistrict,STATE SUB,,6/19/2020,0,0,0
Glennallen Subdistrict,STATE SUB,,6/19/2020,0,0,0
Glennallen Subdistrict,Fed GSD Sub,,6/19/2020,9,1,0
Glennallen Subdistrict,Fed GSD Sub,,6/19/2020,8,2,0
Glennallen Subdistrict,Fed GSD Sub,,6/19/2020,10,0,0
Glennallen Subdistrict,Fed GSD Sub,,6/19/2020,4,0,0
Glennallen Subdistrict,Fed GSD Sub,,6/19/2020,36,0,0
Glennallen Subdistrict,Fed GSD Sub,,6/19/2020,11,0,0
Glennallen Subdistrict,Fed GSD Sub,,6/19/2020,1,0,0
Glennallen Subdistrict,Fed GSD Sub,,6/19/2020,6,2,0
Glennallen Subdistrict,Fed GSD Sub,,6/19/2020,1,0,0
Glennallen Subdistrict,Fed GSD Sub,,6/19/2020,11,0,0
Glennallen Subdistrict,STATE SUB,,6/20/2020,54,0,0
Glennallen Subdistrict,STATE SUB,,6/20/2020,63,5,0
Glennallen Subdistrict,STATE SUB,,6/20/2020,6,1,0
Glennallen Subdistrict,STATE SUB,,6/20/2020,10,5,0
Glennallen Subdistrict,STATE SUB,,6/20/2020,2,1,0
Glennallen Subdistrict,STATE SUB,,6/20/2020,5,11,0
Glennallen Subdistrict,STATE SUB,,6/20/2020,18,0,0
Glennallen Subdistrict,STATE SUB,,6/20/2020,11,2,0
Glennallen Subdistrict,STATE SUB,,6/20/2020,10,2,0
Glennallen Subdistrict,STATE SUB,,6/20/2020,2,0,0
Glennallen Subdistrict,STATE SUB,,6/20/2020,70,1,0
Glennallen Subdistrict,STATE SUB,,6/20/2020,10,0,0
Glennallen Subdistrict,STATE SUB,,6/20/2020,7,0,0
Glennallen Subdistrict,STATE SUB,,6/20/2020,222,2,0
Glennallen Subdistrict,STATE SUB,,6/20/2020,6,0,0
Glennallen Subdistrict,STATE SUB,,6/20/2020,12,0,0
Glennallen Subdistrict,STATE SUB,,6/20/2020,8,1,0
Glennallen Subdistrict,STATE SUB,,6/20/2020,1,0,0
Glennallen Subdistrict,STATE SUB,,6/20/2020,18,1,0
Glennallen Subdistrict,STATE SUB,,6/20/2020,13,2,0
Glennallen Subdistrict,STATE SUB,,6/20/2020,2,2,0
Glennallen Subdistrict,STATE SUB,,6/20/2020,8,1,0
Glennallen Subdistrict,STATE SUB,,6/20/2020,5,0,0
Glennallen Subdistrict,STATE SUB,,6/20/2020,1,1,0
Glennallen Subdistrict,STATE SUB,,6/20/2020,0,0,0
Glennallen Subdistrict,STATE SUB,,6/20/2020,0,0,0
Glennallen Subdistrict,STATE SUB,,6/20/2020,8,1,0
Glennallen Subdistrict,STATE SUB,,6/20/2020,5,1,0
Glennallen Subdistrict,STATE SUB,,6/20/2020,4,0,0
Glennallen Subdistrict,STATE SUB,,6/20/2020,16,1,0
Glennallen Subdistrict,STATE SUB,,6/20/2020,29,0,0
Glennallen Subdistrict,STATE SUB,,6/20/2020,14,0,0
Glennallen Subdistrict,STATE SUB,,6/20/2020,1,0,0
Glennallen Subdistrict,STATE SUB,,6/20/2020,5,0,0
Glennallen Subdistrict,STATE SUB,,6/20/2020,3,0,0
Glennallen Subdistrict,STATE SUB,,6/20/2020,4,0,0
Glennallen Subdistrict,STATE SUB,,6/20/2020,0,0,0
Glennallen Subdistrict,STATE SUB,,6/20/2020,0,0,0
Glennallen Subdistrict,STATE SUB,,6/20/2020,2,0,0
Glennallen Subdistrict,STATE SUB,,6/20/2020,13,1,0
Glennallen Subdistrict,STATE SUB,,6/20/2020,5,0,0
Glennallen Subdistrict,STATE SUB,,6/20/2020,5,2,0
Glennallen Subdistrict,STATE SUB,,6/20/2020,6,0,0
Glennallen Subdistrict,STATE SUB,,6/20/2020,6,0,0
Glennallen Subdistrict,STATE SUB,,6/20/2020,2,0,0
Glennallen Subdistrict,STATE SUB,,6/20/2020,7,1,0
Glennallen Subdistrict,STATE SUB,,6/20/2020,22,1,0
Glennallen Subdistrict,STATE SUB,,6/20/2020,6,6,0
Glennallen Subdistrict,STATE SUB,,6/20/2020,6,3,0
Glennallen Subdistrict,STATE SUB,,6/20/2020,4,0,0
Glennallen Subdistrict,STATE SUB,,6/20/2020,3,2,0
Glennallen Subdistrict,STATE SUB,,6/20/2020,0,1,0
Glennallen Subdistrict,STATE SUB,,6/20/2020,30,0,0
Glennallen Subdistrict,STATE SUB,,6/20/2020,5,0,0
Glennallen Subdistrict,STATE SUB,,6/20/2020,15,0,0
Glennallen Subdistrict,Fed GSD Sub,,6/20/2020,10,2,0
Glennallen Subdistrict,Fed GSD Sub,,6/20/2020,0,0,0
Glennallen Subdistrict,Fed GSD Sub,,6/20/2020,16,1,0
Glennallen Subdistrict,Fed GSD Sub,,6/20/2020,1,5,0
Glennallen Subdistrict,Fed GSD Sub,,6/20/2020,2,0,0
Glennallen Subdistrict,Fed GSD Sub,,6/20/2020,6,0,0
Glennallen Subdistrict,Fed GSD Sub,,6/20/2020,8,0,0
Glennallen Subdistrict,Fed GSD Sub,,6/20/2020,77,0,0
Glennallen Subdistrict,Fed GSD Sub,,6/20/2020,16,0,0
Glennallen Subdistrict,Fed GSD Sub,,6/20/2020,43,1,0
Glennallen Subdistrict,Fed GSD Sub,,6/20/2020,18,0,0
Glennallen Subdistrict,Fed GSD Sub,,6/20/2020,2,0,0
Glennallen Subdistrict,STATE SUB,,6/21/2020,19,1,0
Glennallen Subdistrict,STATE SUB,,6/21/2020,1,1,0
Glennallen Subdistrict,STATE SUB,,6/21/2020,0,0,0
Glennallen Subdistrict,STATE SUB,,6/21/2020,1,1,0
Glennallen Subdistrict,STATE SUB,,6/21/2020,1,1,0
Glennallen Subdistrict,STATE SUB,,6/21/2020,4,0,0
Glennallen Subdistrict,STATE SUB,,6/21/2020,7,2,0
Glennallen Subdistrict,STATE SUB,,6/21/2020,19,0,0
Glennallen Subdistrict,STATE SUB,,6/21/2020,11,1,0
Glennallen Subdistrict,STATE SUB,,6/21/2020,25,1,0
Glennallen Subdistrict,STATE SUB,,6/21/2020,4,3,0
Glennallen Subdistrict,STATE SUB,,6/21/2020,3,1,0
Glennallen Subdistrict,STATE SUB,,6/21/2020,0,0,0
Glennallen Subdistrict,STATE SUB,,6/21/2020,2,0,0
Glennallen Subdistrict,STATE SUB,,6/21/2020,21,1,0
Glennallen Subdistrict,STATE SUB,,6/21/2020,5,0,0
Glennallen Subdistrict,STATE SUB,,6/21/2020,0,0,0
Glennallen Subdistrict,STATE SUB,,6/21/2020,1,1,0
Glennallen Subdistrict,STATE SUB,,6/21/2020,0,0,0
Glennallen Subdistrict,STATE SUB,,6/21/2020,3,5,0
Glennallen Subdistrict,STATE SUB,,6/21/2020,0,0,0
Glennallen Subdistrict,STATE SUB,,6/21/2020,7,2,0
Glennallen Subdistrict,STATE SUB,,6/21/2020,3,0,0
Glennallen Subdistrict,STATE SUB,,6/21/2020,0,0,0
Glennallen Subdistrict,STATE SUB,,6/21/2020,6,1,0
Glennallen Subdistrict,STATE SUB,,6/21/2020,0,3,0
Glennallen Subdistrict,STATE SUB,,6/21/2020,7,0,0
Glennallen Subdistrict,STATE SUB,,6/21/2020,20,0,0
Glennallen Subdistrict,STATE SUB,,6/21/2020,43,0,0
Glennallen Subdistrict,STATE SUB,,6/21/2020,11,2,0
Glennallen Subdistrict,STATE SUB,,6/21/2020,0,1,0
Glennallen Subdistrict,STATE SUB,,6/21/2020,2,0,0
Glennallen Subdistrict,STATE SUB,,6/21/2020,7,0,0
Glennallen Subdistrict,STATE SUB,,6/21/2020,0,0,0
Glennallen Subdistrict,STATE SUB,,6/21/2020,14,0,0
Glennallen Subdistrict,STATE SUB,,6/21/2020,1,0,0
Glennallen Subdistrict,Fed GSD Sub,,6/21/2020,1,0,0
Glennallen Subdistrict,Fed GSD Sub,,6/21/2020,0,1,0
Glennallen Subdistrict,Fed GSD Sub,,6/21/2020,8,1,0
Glennallen Subdistrict,Fed GSD Sub,,6/21/2020,3,1,0
Glennallen Subdistrict,Fed GSD Sub,,6/21/2020,45,0,0
Glennallen Subdistrict,Fed GSD Sub,,6/21/2020,14,0,0
Glennallen Subdistrict,Fed GSD Sub,,6/21/2020,5,0,0
Glennallen Subdistrict,Fed GSD Sub,,6/21/2020,3,0,0
Glennallen Subdistrict,Fed GSD Sub,,6/21/2020,9,0,0
Glennallen Subdistrict,Fed GSD Sub,,6/21/2020,7,3,0
Glennallen Subdistrict,Fed GSD Sub,,6/21/2020,11,11,0
Glennallen Subdistrict,Fed GSD Sub,,6/21/2020,13,0,0
Glennallen Subdistrict,STATE SUB,,6/22/2020,2,0,0
Glennallen Subdistrict,STATE SUB,,6/22/2020,6,1,0
Glennallen Subdistrict,STATE SUB,,6/22/2020,0,0,0
Glennallen Subdistrict,STATE SUB,,6/22/2020,5,1,0
Glennallen Subdistrict,STATE SUB,,6/22/2020,5,0,0
Glennallen Subdistrict,STATE SUB,,6/22/2020,1,1,0
Glennallen Subdistrict,STATE SUB,,6/22/2020,22,0,0
Glennallen Subdistrict,STATE SUB,,6/22/2020,8,0,0
Glennallen Subdistrict,STATE SUB,,6/22/2020,32,3,0
Glennallen Subdistrict,STATE SUB,,6/22/2020,25,1,0
Glennallen Subdistrict,STATE SUB,,6/22/2020,2,0,0
Glennallen Subdistrict,STATE SUB,,6/22/2020,4,2,0
Glennallen Subdistrict,STATE SUB,,6/22/2020,0,1,0
Glennallen Subdistrict,STATE SUB,,6/22/2020,14,3,0
Glennallen Subdistrict,STATE SUB,,6/22/2020,1,0,0
Glennallen Subdistrict,STATE SUB,,6/22/2020,2,0,0
Glennallen Subdistrict,STATE SUB,,6/22/2020,0,1,0
Glennallen Subdistrict,STATE SUB,,6/22/2020,0,4,0
Glennallen Subdistrict,STATE SUB,,6/22/2020,34,0,0
Glennallen Subdistrict,STATE SUB,,6/22/2020,2,0,0
Glennallen Subdistrict,STATE SUB,,6/22/2020,11,1,0
Glennallen Subdistrict,STATE SUB,,6/22/2020,2,1,0
Glennallen Subdistrict,STATE SUB,,6/22/2020,0,2,0
Glennallen Subdistrict,STATE SUB,,6/22/2020,0,0,0
Glennallen Subdistrict,STATE SUB,,6/22/2020,1,0,0
Glennallen Subdistrict,STATE SUB,,6/22/2020,2,1,0
Glennallen Subdistrict,STATE SUB,,6/22/2020,2,2,0
Glennallen Subdistrict,STATE SUB,,6/22/2020,7,1,0
Glennallen Subdistrict,STATE SUB,,6/22/2020,2,1,0
Glennallen Subdistrict,STATE SUB,,6/22/2020,24,1,0
Glennallen Subdistrict,Fed GSD Sub,,6/22/2020,10,1,0
Glennallen Subdistrict,Fed GSD Sub,,6/22/2020,2,0,0
Glennallen Subdistrict,Fed GSD Sub,,6/22/2020,12,1,0
Glennallen Subdistrict,Fed GSD Sub,,6/22/2020,11,0,0
Glennallen Subdistrict,Fed GSD Sub,,6/22/2020,0,2,0
Glennallen Subdistrict,Fed GSD Sub,,6/22/2020,4,0,0
Glennallen Subdistrict,Fed GSD Sub,,6/22/2020,28,0,0
Glennallen Subdistrict,Fed GSD Sub,,6/22/2020,5,0,0
Glennallen Subdistrict,Fed GSD Sub,,6/22/2020,10,5,0
Glennallen Subdistrict,Fed GSD Sub,,6/22/2020,1,0,0
Glennallen Subdistrict,Fed GSD Sub,,6/22/2020,3,3,0
Glennallen Subdistrict,STATE SUB,,6/23/2020,0,1,0
Glennallen Subdistrict,STATE SUB,,6/23/2020,2,0,0
Glennallen Subdistrict,STATE SUB,,6/23/2020,6,0,0
Glennallen Subdistrict,STATE SUB,,6/23/2020,39,0,0
Glennallen Subdistrict,STATE SUB,,6/23/2020,5,0,0
Glennallen Subdistrict,STATE SUB,,6/23/2020,4,1,0
Glennallen Subdistrict,STATE SUB,,6/23/2020,2,2,0
Glennallen Subdistrict,STATE SUB,,6/23/2020,14,0,0
Glennallen Subdistrict,STATE SUB,,6/23/2020,3,0,0
Glennallen Subdistrict,STATE SUB,,6/23/2020,9,3,0
Glennallen Subdistrict,STATE SUB,,6/23/2020,10,0,0
Glennallen Subdistrict,STATE SUB,,6/23/2020,0,2,0
Glennallen Subdistrict,STATE SUB,,6/23/2020,0,4,0
Glennallen Subdistrict,STATE SUB,,6/23/2020,10,4,0
Glennallen Subdistrict,STATE SUB,,6/23/2020,3,0,0
Glennallen Subdistrict,STATE SUB,,6/23/2020,3,2,0
Glennallen Subdistrict,STATE SUB,,6/23/2020,11,0,0
Glennallen Subdistrict,STATE SUB,,6/23/2020,0,2,0
Glennallen Subdistrict,STATE SUB,,6/23/2020,0,0,0
Glennallen Subdistrict,STATE SUB,,6/23/2020,3,0,0
Glennallen Subdistrict,STATE SUB,,6/23/2020,0,0,0
Glennallen Subdistrict,STATE SUB,,6/23/2020,0,1,0
Glennallen Subdistrict,STATE SUB,,6/23/2020,0,0,0
Glennallen Subdistrict,STATE SUB,,6/23/2020,8,2,0
Glennallen Subdistrict,STATE SUB,,6/23/2020,26,7,0
Glennallen Subdistrict,STATE SUB,,6/23/2020,0,0,0
Glennallen Subdistrict,STATE SUB,,6/23/2020,2,0,0
Glennallen Subdistrict,STATE SUB,,6/23/2020,1,12,0
Glennallen Subdistrict,Fed GSD Sub,,6/23/2020,5,0,0
Glennallen Subdistrict,Fed GSD Sub,,6/23/2020,14,1,0
Glennallen Subdistrict,Fed GSD Sub,,6/23/2020,6,0,0
Glennallen Subdistrict,Fed GSD Sub,,6/23/2020,6,0,0
Glennallen Subdistrict,Fed GSD Sub,,6/23/2020,3,0,0
Glennallen Subdistrict,Fed GSD Sub,,6/23/2020,9,0,0
Glennallen Subdistrict,Fed GSD Sub,,6/23/2020,6,0,0
Glennallen Subdistrict,Fed GSD Sub,,6/23/2020,25,1,0
Glennallen Subdistrict,Fed GSD Sub,,6/23/2020,0,3,0
Glennallen Subdistrict,Fed GSD Sub,,6/23/2020,6,2,0
Glennallen Subdistrict,Fed GSD Sub,,6/23/2020,2,0,0
Glennallen Subdistrict,Fed GSD Sub,,6/23/2020,3,1,0
Glennallen Subdistrict,Fed GSD Sub,,6/23/2020,2,2,0
Glennallen Subdistrict,STATE SUB,,6/24/2020,2,2,0
Glennallen Subdistrict,STATE SUB,,6/24/2020,20,2,0
Glennallen Subdistrict,STATE SUB,,6/24/2020,1,0,0
Glennallen Subdistrict,STATE SUB,,6/24/2020,10,0,0
Glennallen Subdistrict,STATE SUB,,6/24/2020,19,8,0
Glennallen Subdistrict,STATE SUB,,6/24/2020,19,1,0
Glennallen Subdistrict,STATE SUB,,6/24/2020,16,3,0
Glennallen Subdistrict,STATE SUB,,6/24/2020,9,2,0
Glennallen Subdistrict,STATE SUB,,6/24/2020,15,1,0
Glennallen Subdistrict,STATE SUB,,6/24/2020,0,0,0
Glennallen Subdistrict,STATE SUB,,6/24/2020,0,0,0
Glennallen Subdistrict,STATE SUB,,6/24/2020,9,4,0
Glennallen Subdistrict,STATE SUB,,6/24/2020,12,5,0
Glennallen Subdistrict,STATE SUB,,6/24/2020,6,0,0
Glennallen Subdistrict,STATE SUB,,6/24/2020,2,1,0
Glennallen Subdistrict,STATE SUB,,6/24/2020,24,9,0
Glennallen Subdistrict,STATE SUB,,6/24/2020,22,2,0
Glennallen Subdistrict,STATE SUB,,6/24/2020,27,1,0
Glennallen Subdistrict,STATE SUB,,6/24/2020,12,1,0
Glennallen Subdistrict,STATE SUB,,6/24/2020,5,5,0
Glennallen Subdistrict,STATE SUB,,6/24/2020,25,2,0
Glennallen Subdistrict,STATE SUB,,6/24/2020,24,1,0
Glennallen Subdistrict,STATE SUB,,6/24/2020,5,0,0
Glennallen Subdistrict,STATE SUB,,6/24/2020,8,0,0
Glennallen Subdistrict,STATE SUB,,6/24/2020,6,5,0
Glennallen Subdistrict,Fed GSD Sub,,6/24/2020,0,1,0
Glennallen Subdistrict,Fed GSD Sub,,6/24/2020,7,1,0
Glennallen Subdistrict,Fed GSD Sub,,6/24/2020,1,0,0
Glennallen Subdistrict,Fed GSD Sub,,6/24/2020,9,1,0
Glennallen Subdistrict,Fed GSD Sub,,6/24/2020,0,2,0
Glennallen Subdistrict,Fed GSD Sub,,6/24/2020,3,0,0
Glennallen Subdistrict,Fed GSD Sub,,6/24/2020,15,5,0
Glennallen Subdistrict,Fed GSD Sub,,6/24/2020,6,0,0
Glennallen Subdistrict,Fed GSD Sub,,6/24/2020,2,0,0
Glennallen Subdistrict,Fed GSD Sub,,6/24/2020,1,0,0
Glennallen Subdistrict,Fed GSD Sub,,6/24/2020,18,0,0
Glennallen Subdistrict,Fed GSD Sub,,6/24/2020,22,0,0
