Subdistrict,Fishery,Sample week,HARVDATE,RED,KING,COHO
Glennallen Subdistrict,STATE SUB,9,7/26/2020,0,0,0
Glennallen Subdistrict,Fed GSD Sub,9,7/26/2020,35,0,0
Glennallen Subdistrict,Fed GSD Sub,9,7/26/2020,0,0,0
Glennallen Subdistrict,Fed GSD Sub,9,7/26/2020,8,0,0
Glennallen Subdistrict,Fed GSD Sub,9,7/26/2020,6,0,0
Glennallen Subdistrict,Fed GSD Sub,9,7/26/2020,13,0,0
Glennallen Subdistrict,Fed GSD Sub,9,7/26/2020,12,0,0
Glennallen Subdistrict,Fed GSD Sub,9,7/26/2020,4,1,0
Glennallen Subdistrict,Fed GSD Sub,9,7/26/2020,2,1,0
Glennallen Subdistrict,Fed GSD Sub,9,7/26/2020,0,1,0
Glennallen Subdistrict,Fed GSD Sub,9,7/26/2020,4,0,0
Glennallen Subdistrict,STATE SUB,9,7/27/2020,7,2,0
Glennallen Subdistrict,STATE SUB,9,7/27/2020,4,0,0
Glennallen Subdistrict,STATE SUB,9,7/27/2020,4,1,0
Glennallen Subdistrict,STATE SUB,9,7/27/2020,0,0,0
Glennallen Subdistrict,STATE SUB,9,7/27/2020,2,0,0
Glennallen Subdistrict,STATE SUB,9,7/27/2020,0,0,0
Glennallen Subdistrict,STATE SUB,9,7/27/2020,28,1,0
Glennallen Subdistrict,STATE SUB,9,7/27/2020,1,1,0
Glennallen Subdistrict,STATE SUB,9,7/27/2020,2,0,0
Glennallen Subdistrict,Fed GSD Sub,9,7/27/2020,46,0,0
Glennallen Subdistrict,Fed GSD Sub,9,7/27/2020,4,0,0
Glennallen Subdistrict,Fed GSD Sub,9,7/27/2020,2,0,0
Glennallen Subdistrict,Fed GSD Sub,9,7/27/2020,8,0,0
Glennallen Subdistrict,Fed GSD Sub,9,7/27/2020,12,1,0
Glennallen Subdistrict,Fed GSD Sub,9,7/27/2020,16,0,0
Glennallen Subdistrict,Fed GSD Sub,9,7/27/2020,6,0,0
Glennallen Subdistrict,Fed GSD Sub,9,7/27/2020,6,0,0
Glennallen Subdistrict,Fed GSD Sub,9,7/27/2020,1,0,0
Glennallen Subdistrict,Fed GSD Sub,9,7/27/2020,4,0,0
Glennallen Subdistrict,Fed GSD Sub,9,7/27/2020,9,0,0
Glennallen Subdistrict,STATE SUB,9,7/28/2020,1,0,0
Glennallen Subdistrict,STATE SUB,9,7/28/2020,49,0,0
Glennallen Subdistrict,STATE SUB,9,7/28/2020,7,0,0
Glennallen Subdistrict,STATE SUB,9,7/28/2020,12,0,0
Glennallen Subdistrict,STATE SUB,9,7/28/2020,21,3,0
Glennallen Subdistrict,STATE SUB,9,7/28/2020,4,0,0
Glennallen Subdistrict,STATE SUB,9,7/28/2020,28,1,0
Glennallen Subdistrict,STATE SUB,9,7/28/2020,25,1,0
Glennallen Subdistrict,STATE SUB,9,7/28/2020,26,1,0
Glennallen Subdistrict,STATE SUB,9,7/28/2020,0,0,0
Glennallen Subdistrict,STATE SUB,9,7/28/2020,1,0,0
Glennallen Subdistrict,STATE SUB,9,7/28/2020,12,0,0
Glennallen Subdistrict,STATE SUB,9,7/28/2020,13,0,0
Glennallen Subdistrict,STATE SUB,9,7/28/2020,10,0,0
Glennallen Subdistrict,Fed GSD Sub,9,7/28/2020,7,0,0
Glennallen Subdistrict,Fed GSD Sub,9,7/28/2020,10,0,0
Glennallen Subdistrict,Fed GSD Sub,9,7/28/2020,11,0,0
Glennallen Subdistrict,Fed GSD Sub,9,7/28/2020,11,0,0
Glennallen Subdistrict,Fed GSD Sub,9,7/28/2020,10,0,0
Glennallen Subdistrict,Fed GSD Sub,9,7/28/2020,11,0,0
Glennallen Subdistrict,Fed GSD Sub,9,7/28/2020,4,0,0
Glennallen Subdistrict,Fed GSD Sub,9,7/28/2020,12,0,0
Glennallen Subdistrict,Fed GSD Sub,9,7/28/2020,0,1,0
Glennallen Subdistrict,Fed GSD Sub,9,7/28/2020,5,0,0
Glennallen Subdistrict,Fed GSD Sub,9,7/28/2020,8,0,0
Glennallen Subdistrict,STATE SUB,9,7/29/2020,29,1,0
Glennallen Subdistrict,STATE SUB,9,7/29/2020,75,0,0
Glennallen Subdistrict,STATE SUB,9,7/29/2020,48,0,0
Glennallen Subdistrict,STATE SUB,9,7/29/2020,29,0,0
Glennallen Subdistrict,STATE SUB,9,7/29/2020,30,2,0
Glennallen Subdistrict,STATE SUB,9,7/29/2020,59,0,0
Glennallen Subdistrict,STATE SUB,9,7/29/2020,24,0,0
Glennallen Subdistrict,STATE SUB,9,7/29/2020,26,0,0
Glennallen Subdistrict,STATE SUB,9,7/29/2020,3,0,0
Glennallen Subdistrict,STATE SUB,9,7/29/2020,47,1,0
Glennallen Subdistrict,STATE SUB,9,7/29/2020,16,0,0
Glennallen Subdistrict,STATE SUB,9,7/29/2020,0,0,0
Glennallen Subdistrict,STATE SUB,9,7/29/2020,8,0,0
Glennallen Subdistrict,Fed GSD Sub,9,7/29/2020,16,0,0
Glennallen Subdistrict,Fed GSD Sub,9,7/29/2020,1,0,0
Glennallen Subdistrict,Fed GSD Sub,9,7/29/2020,24,0,0
Glennallen Subdistrict,Fed GSD Sub,9,7/29/2020,8,0,0
Glennallen Subdistrict,Fed GSD Sub,9,7/29/2020,4,0,0
Glennallen Subdistrict,Fed GSD Sub,9,7/29/2020,30,0,0
Glennallen Subdistrict,Fed GSD Sub,9,7/29/2020,32,0,0
Glennallen Subdistrict,Fed GSD Sub,9,7/29/2020,4,0,0
Glennallen Subdistrict,Fed GSD Sub,9,7/29/2020,170,0,0
Glennallen Subdistrict,Fed GSD Sub,9,7/29/2020,5,0,0
Glennallen Subdistrict,Fed GSD Sub,9,7/29/2020,14,1,0
Glennallen Subdistrict,Fed GSD Sub,9,7/29/2020,14,0,0
Glennallen Subdistrict,Fed GSD Sub,9,7/29/2020,10,0,0
Glennallen Subdistrict,STATE SUB,9,7/30/2020,109,2,0
Glennallen Subdistrict,STATE SUB,9,7/30/2020,0,0,0
Glennallen Subdistrict,STATE SUB,9,7/30/2020,47,0,0
Glennallen Subdistrict,STATE SUB,9,7/30/2020,17,0,0
Glennallen Subdistrict,STATE SUB,9,7/30/2020,13,0,0
Glennallen Subdistrict,STATE SUB,9,7/30/2020,120,0,0
Glennallen Subdistrict,STATE SUB,9,7/30/2020,3,0,0
Glennallen Subdistrict,STATE SUB,9,7/30/2020,78,1,0
Glennallen Subdistrict,STATE SUB,9,7/30/2020,0,0,0
Glennallen Subdistrict,STATE SUB,9,7/30/2020,3,0,0
Glennallen Subdistrict,STATE SUB,9,7/30/2020,10,1,0
Glennallen Subdistrict,STATE SUB,9,7/30/2020,4,1,0
Glennallen Subdistrict,STATE SUB,9,7/30/2020,15,1,0
Glennallen Subdistrict,STATE SUB,9,7/30/2020,0,0,0
Glennallen Subdistrict,STATE SUB,9,7/30/2020,96,4,0
Glennallen Subdistrict,Fed GSD Sub,9,7/30/2020,16,0,0
Glennallen Subdistrict,Fed GSD Sub,9,7/30/2020,6,0,0
Glennallen Subdistrict,Fed GSD Sub,9,7/30/2020,12,0,0
Glennallen Subdistrict,Fed GSD Sub,9,7/30/2020,1,0,0
Glennallen Subdistrict,Fed GSD Sub,9,7/30/2020,10,0,0
Glennallen Subdistrict,Fed GSD Sub,9,7/30/2020,69,0,0
Glennallen Subdistrict,Fed GSD Sub,9,7/30/2020,8,0,0
Glennallen Subdistrict,Fed GSD Sub,9,7/30/2020,4,0,0
Glennallen Subdistrict,STATE SUB,9,7/31/2020,20,0,0
Glennallen Subdistrict,STATE SUB,9,7/31/2020,43,0,0
Glennallen Subdistrict,STATE SUB,9,7/31/2020,15,0,0
Glennallen Subdistrict,STATE SUB,9,7/31/2020,6,0,0
Glennallen Subdistrict,STATE SUB,9,7/31/2020,2,0,0
Glennallen Subdistrict,STATE SUB,9,7/31/2020,1,0,0
Glennallen Subdistrict,STATE SUB,9,7/31/2020,10,1,0
Glennallen Subdistrict,STATE SUB,9,7/31/2020,12,0,0
Glennallen Subdistrict,STATE SUB,9,7/31/2020,11,0,0
Glennallen Subdistrict,STATE SUB,9,7/31/2020,91,0,0
Glennallen Subdistrict,STATE SUB,9,7/31/2020,11,0,0
Glennallen Subdistrict,STATE SUB,9,7/31/2020,11,1,0
Glennallen Subdistrict,STATE SUB,9,7/31/2020,8,0,0
Glennallen Subdistrict,Fed GSD Sub,9,7/31/2020,17,0,0
Glennallen Subdistrict,Fed GSD Sub,9,7/31/2020,9,0,0
Glennallen Subdistrict,Fed GSD Sub,9,7/31/2020,130,0,0
Glennallen Subdistrict,Fed GSD Sub,9,7/31/2020,0,1,0
Glennallen Subdistrict,Fed GSD Sub,9,7/31/2020,8,0,0
Glennallen Subdistrict,Fed GSD Sub,9,7/31/2020,0,1,0
Glennallen Subdistrict,Fed GSD Sub,9,7/31/2020,36,0,0
Glennallen Subdistrict,Fed GSD Sub,9,7/31/2020,4,0,0
Glennallen Subdistrict,Fed GSD Sub,9,7/31/2020,1,0,0
Glennallen Subdistrict,STATE SUB,9,8/1/2020,23,0,0
Glennallen Subdistrict,STATE SUB,9,8/1/2020,17,0,0
Glennallen Subdistrict,STATE SUB,9,8/1/2020,12,0,0
Glennallen Subdistrict,STATE SUB,9,8/1/2020,4,0,0
Glennallen Subdistrict,STATE SUB,9,8/1/2020,20,0,0
Glennallen Subdistrict,STATE SUB,9,8/1/2020,4,0,0
Glennallen Subdistrict,STATE SUB,9,8/1/2020,0,0,0
Glennallen Subdistrict,STATE SUB,9,8/1/2020,3,0,0
Glennallen Subdistrict,STATE SUB,9,8/1/2020,0,0,0
Glennallen Subdistrict,STATE SUB,9,8/1/2020,0,0,0
Glennallen Subdistrict,STATE SUB,9,8/1/2020,0,0,0
Glennallen Subdistrict,STATE SUB,9,8/1/2020,16,0,0
Glennallen Subdistrict,STATE SUB,9,8/1/2020,9,0,0
Glennallen Subdistrict,Fed GSD Sub,9,8/1/2020,9,0,0
Glennallen Subdistrict,Fed GSD Sub,9,8/1/2020,22,0,0
Glennallen Subdistrict,Fed GSD Sub,9,8/1/2020,45,0,0
Glennallen Subdistrict,Fed GSD Sub,9,8/1/2020,10,0,0
Glennallen Subdistrict,Fed GSD Sub,9,8/1/2020,14,0,0
Glennallen Subdistrict,Fed GSD Sub,9,8/1/2020,2,0,0
Glennallen Subdistrict,Fed GSD Sub,9,8/1/2020,7,0,0
Glennallen Subdistrict,Fed GSD Sub,9,8/1/2020,0,1,0
Glennallen Subdistrict,Fed GSD Sub,9,8/1/2020,2,0,0
Glennallen Subdistrict,Fed GSD Sub,9,8/1/2020,0,0,0
Glennallen Subdistrict,STATE SUB,10,8/2/2020,3,0,0
Glennallen Subdistrict,STATE SUB,10,8/2/2020,6,0,0
Glennallen Subdistrict,STATE SUB,10,8/2/2020,6,0,0
Glennallen Subdistrict,STATE SUB,10,8/2/2020,15,0,0
Glennallen Subdistrict,STATE SUB,10,8/2/2020,5,0,0
Glennallen Subdistrict,STATE SUB,10,8/2/2020,0,0,0
Glennallen Subdistrict,STATE SUB,10,8/2/2020,0,0,0
Glennallen Subdistrict,STATE SUB,10,8/2/2020,22,1,0
Glennallen Subdistrict,STATE SUB,10,8/2/2020,0,0,0
Glennallen Subdistrict,Fed GSD Sub,10,8/2/2020,17,0,0
Glennallen Subdistrict,Fed GSD Sub,10,8/2/2020,2,0,0
Glennallen Subdistrict,Fed GSD Sub,10,8/2/2020,15,0,0
Glennallen Subdistrict,Fed GSD Sub,10,8/2/2020,4,0,0
Glennallen Subdistrict,Fed GSD Sub,10,8/2/2020,10,1,0
Glennallen Subdistrict,Fed GSD Sub,10,8/2/2020,5,1,0
Glennallen Subdistrict,Fed GSD Sub,10,8/2/2020,14,0,0
Glennallen Subdistrict,STATE SUB,10,8/3/2020,60,0,0
Glennallen Subdistrict,STATE SUB,10,8/3/2020,0,0,0
Glennallen Subdistrict,STATE SUB,10,8/3/2020,0,0,3
Glennallen Subdistrict,STATE SUB,10,8/3/2020,15,0,0
Glennallen Subdistrict,STATE SUB,10,8/3/2020,12,0,0
Glennallen Subdistrict,STATE SUB,10,8/3/2020,22,1,0
Glennallen Subdistrict,STATE SUB,10,8/3/2020,8,0,0
Glennallen Subdistrict,STATE SUB,10,8/3/2020,1,0,0
Glennallen Subdistrict,STATE SUB,10,8/3/2020,12,1,0
Glennallen Subdistrict,STATE SUB,10,8/3/2020,7,0,0
Glennallen Subdistrict,STATE SUB,10,8/3/2020,26,0,0
Glennallen Subdistrict,STATE SUB,10,8/3/2020,4,0,0
Glennallen Subdistrict,STATE SUB,10,8/3/2020,10,0,0
Glennallen Subdistrict,STATE SUB,10,8/3/2020,18,0,0
Glennallen Subdistrict,Fed GSD Sub,10,8/3/2020,19,0,0
Glennallen Subdistrict,Fed GSD Sub,10,8/3/2020,14,1,0
Glennallen Subdistrict,Fed GSD Sub,10,8/3/2020,25,0,0
Glennallen Subdistrict,Fed GSD Sub,10,8/3/2020,0,0,0
Glennallen Subdistrict,Fed GSD Sub,10,8/3/2020,8,2,0
Glennallen Subdistrict,Fed GSD Sub,10,8/3/2020,27,0,0
Glennallen Subdistrict,Fed GSD Sub,10,8/3/2020,13,0,0
Glennallen Subdistrict,STATE SUB,10,8/4/2020,4,0,0
Glennallen Subdistrict,STATE SUB,10,8/4/2020,100,1,0
Glennallen Subdistrict,STATE SUB,10,8/4/2020,4,0,0
Glennallen Subdistrict,STATE SUB,10,8/4/2020,0,0,4
Glennallen Subdistrict,STATE SUB,10,8/4/2020,0,0,0
Glennallen Subdistrict,STATE SUB,10,8/4/2020,7,0,0
Glennallen Subdistrict,STATE SUB,10,8/4/2020,5,0,0
Glennallen Subdistrict,STATE SUB,10,8/4/2020,15,1,0
Glennallen Subdistrict,STATE SUB,10,8/4/2020,1,0,0
Glennallen Subdistrict,STATE SUB,10,8/4/2020,45,1,0
Glennallen Subdistrict,STATE SUB,10,8/4/2020,4,0,0
Glennallen Subdistrict,STATE SUB,10,8/4/2020,29,0,0
Glennallen Subdistrict,Fed GSD Sub,10,8/4/2020,2,0,0
Glennallen Subdistrict,Fed GSD Sub,10,8/4/2020,18,0,0
Glennallen Subdistrict,Fed GSD Sub,10,8/4/2020,20,0,0
Glennallen Subdistrict,Fed GSD Sub,10,8/4/2020,41,4,0
Glennallen Subdistrict,Fed GSD Sub,10,8/4/2020,15,0,0
Glennallen Subdistrict,Fed GSD Sub,10,8/4/2020,18,0,0
Glennallen Subdistrict,Fed GSD Sub,10,8/4/2020,0,0,0
Glennallen Subdistrict,Fed GSD Sub,10,8/4/2020,15,0,0
Glennallen Subdistrict,Fed GSD Sub,10,8/4/2020,12,0,0
Glennallen Subdistrict,Fed GSD Sub,10,8/4/2020,45,0,0
Glennallen Subdistrict,STATE SUB,10,8/5/2020,40,0,0
Glennallen Subdistrict,STATE SUB,10,8/5/2020,95,0,0
Glennallen Subdistrict,STATE SUB,10,8/5/2020,7,0,0
Glennallen Subdistrict,STATE SUB,10,8/5/2020,31,0,0
Glennallen Subdistrict,STATE SUB,10,8/5/2020,10,0,0
Glennallen Subdistrict,STATE SUB,10,8/5/2020,3,0,0
Glennallen Subdistrict,STATE SUB,10,8/5/2020,47,0,0
Glennallen Subdistrict,STATE SUB,10,8/5/2020,6,0,0
Glennallen Subdistrict,STATE SUB,10,8/5/2020,27,0,0
Glennallen Subdistrict,STATE SUB,10,8/5/2020,7,0,0
Glennallen Subdistrict,STATE SUB,10,8/5/2020,10,1,0
Glennallen Subdistrict,Fed GSD Sub,10,8/5/2020,7,0,0
Glennallen Subdistrict,Fed GSD Sub,10,8/5/2020,122,0,0
Glennallen Subdistrict,Fed GSD Sub,10,8/5/2020,13,0,0
Glennallen Subdistrict,Fed GSD Sub,10,8/5/2020,37,0,0
Glennallen Subdistrict,Fed GSD Sub,10,8/5/2020,46,1,0
Glennallen Subdistrict,Fed GSD Sub,10,8/5/2020,52,0,0
Glennallen Subdistrict,Fed GSD Sub,10,8/5/2020,12,0,0
Glennallen Subdistrict,Fed GSD Sub,10,8/5/2020,0,0,0
Glennallen Subdistrict,Fed GSD Sub,10,8/5/2020,25,0,0
Glennallen Subdistrict,Fed GSD Sub,10,8/5/2020,2,0,0
Glennallen Subdistrict,STATE SUB,10,8/6/2020,43,0,0
Glennallen Subdistrict,STATE SUB,10,8/6/2020,18,0,0
Glennallen Subdistrict,STATE SUB,10,8/6/2020,56,0,0
Glennallen Subdistrict,STATE SUB,10,8/6/2020,20,0,0
Glennallen Subdistrict,STATE SUB,10,8/6/2020,2,0,0
Glennallen Subdistrict,STATE SUB,10,8/6/2020,25,0,0
Glennallen Subdistrict,STATE SUB,10,8/6/2020,50,0,0
Glennallen Subdistrict,STATE SUB,10,8/6/2020,10,0,0
Glennallen Subdistrict,STATE SUB,10,8/6/2020,16,0,0
Glennallen Subdistrict,STATE SUB,10,8/6/2020,6,0,0
Glennallen Subdistrict,STATE SUB,10,8/6/2020,8,0,0
Glennallen Subdistrict,STATE SUB,10,8/6/2020,59,1,0
Glennallen Subdistrict,STATE SUB,10,8/6/2020,20,0,0
Glennallen Subdistrict,STATE SUB,10,8/6/2020,100,1,0
Glennallen Subdistrict,STATE SUB,10,8/6/2020,14,0,0
Glennallen Subdistrict,STATE SUB,10,8/6/2020,64,0,0
Glennallen Subdistrict,STATE SUB,10,8/6/2020,36,0,0
Glennallen Subdistrict,STATE SUB,10,8/6/2020,5,0,0
Glennallen Subdistrict,Fed GSD Sub,10,8/6/2020,130,0,0
Glennallen Subdistrict,Fed GSD Sub,10,8/6/2020,9,0,0
Glennallen Subdistrict,Fed GSD Sub,10,8/6/2020,23,0,0
Glennallen Subdistrict,Fed GSD Sub,10,8/6/2020,95,0,0
Glennallen Subdistrict,Fed GSD Sub,10,8/6/2020,14,0,0
Glennallen Subdistrict,Fed GSD Sub,10,8/6/2020,5,0,0
Glennallen Subdistrict,STATE SUB,10,8/7/2020,18,0,0
Glennallen Subdistrict,STATE SUB,10,8/7/2020,10,0,0
Glennallen Subdistrict,STATE SUB,10,8/7/2020,5,0,0
Glennallen Subdistrict,STATE SUB,10,8/7/2020,1,0,0
Glennallen Subdistrict,STATE SUB,10,8/7/2020,8,0,0
Glennallen Subdistrict,STATE SUB,10,8/7/2020,13,0,0
Glennallen Subdistrict,STATE SUB,10,8/7/2020,8,0,0
Glennallen Subdistrict,STATE SUB,10,8/7/2020,8,0,0
Glennallen Subdistrict,STATE SUB,10,8/7/2020,80,0,0
Glennallen Subdistrict,STATE SUB,10,8/7/2020,1,0,0
Glennallen Subdistrict,STATE SUB,10,8/7/2020,30,0,0
Glennallen Subdistrict,STATE SUB,10,8/7/2020,51,0,0
Glennallen Subdistrict,STATE SUB,10,8/7/2020,32,0,0
Glennallen Subdistrict,STATE SUB,10,8/7/2020,90,0,0
Glennallen Subdistrict,Fed GSD Sub,10,8/7/2020,12,0,0
Glennallen Subdistrict,Fed GSD Sub,10,8/7/2020,32,0,0
Glennallen Subdistrict,Fed GSD Sub,10,8/7/2020,26,0,0
Glennallen Subdistrict,Fed GSD Sub,10,8/7/2020,10,0,0
Glennallen Subdistrict,Fed GSD Sub,10,8/7/2020,3,0,0
Glennallen Subdistrict,Fed GSD Sub,10,8/7/2020,53,2,0
Glennallen Subdistrict,Fed GSD Sub,10,8/7/2020,15,1,0
Glennallen Subdistrict,Fed GSD Sub,10,8/7/2020,5,0,0
Glennallen Subdistrict,Fed GSD Sub,10,8/7/2020,1,0,0
Glennallen Subdistrict,STATE SUB,10,8/8/2020,45,1,0
Glennallen Subdistrict,STATE SUB,10,8/8/2020,9,1,0
Glennallen Subdistrict,STATE SUB,10,8/8/2020,8,0,0
Glennallen Subdistrict,STATE SUB,10,8/8/2020,18,0,0
Glennallen Subdistrict,STATE SUB,10,8/8/2020,43,0,0
Glennallen Subdistrict,STATE SUB,10,8/8/2020,20,0,0
Glennallen Subdistrict,STATE SUB,10,8/8/2020,61,0,0
Glennallen Subdistrict,STATE SUB,10,8/8/2020,37,0,0
Glennallen Subdistrict,STATE SUB,10,8/8/2020,57,0,0
Glennallen Subdistrict,STATE SUB,10,8/8/2020,8,0,0
Glennallen Subdistrict,STATE SUB,10,8/8/2020,3,0,0
Glennallen Subdistrict,STATE SUB,10,8/8/2020,116,0,0
Glennallen Subdistrict,STATE SUB,10,8/8/2020,8,0,0
Glennallen Subdistrict,STATE SUB,10,8/8/2020,4,0,0
Glennallen Subdistrict,STATE SUB,10,8/8/2020,1,0,0
Glennallen Subdistrict,STATE SUB,10,8/8/2020,59,0,0
Glennallen Subdistrict,STATE SUB,10,8/8/2020,20,0,0
Glennallen Subdistrict,Fed GSD Sub,10,8/8/2020,3,0,0
Glennallen Subdistrict,Fed GSD Sub,10,8/8/2020,10,0,0
Glennallen Subdistrict,Fed GSD Sub,10,8/8/2020,7,0,0
Glennallen Subdistrict,Fed GSD Sub,10,8/8/2020,7,0,0
Glennallen Subdistrict,Fed GSD Sub,10,8/8/2020,6,0,0
Glennallen Subdistrict,Fed GSD Sub,10,8/8/2020,92,1,0
Glennallen Subdistrict,STATE SUB,11,8/9/2020,30,0,0
Glennallen Subdistrict,STATE SUB,11,8/9/2020,3,0,0
Glennallen Subdistrict,STATE SUB,11,8/9/2020,12,0,0
Glennallen Subdistrict,STATE SUB,11,8/9/2020,11,0,0
Glennallen Subdistrict,STATE SUB,11,8/9/2020,73,0,0
Glennallen Subdistrict,STATE SUB,11,8/9/2020,18,0,0
Glennallen Subdistrict,STATE SUB,11,8/9/2020,14,0,0
Glennallen Subdistrict,STATE SUB,11,8/9/2020,21,0,0
Glennallen Subdistrict,STATE SUB,11,8/9/2020,51,0,0
Glennallen Subdistrict,STATE SUB,11,8/9/2020,30,0,0
Glennallen Subdistrict,STATE SUB,11,8/9/2020,0,0,0
Glennallen Subdistrict,Fed GSD Sub,11,8/9/2020,6,0,0
Glennallen Subdistrict,Fed GSD Sub,11,8/9/2020,8,0,0
Glennallen Subdistrict,STATE SUB,11,8/10/2020,10,0,0
Glennallen Subdistrict,STATE SUB,11,8/10/2020,1,0,0
Glennallen Subdistrict,STATE SUB,11,8/10/2020,40,0,0
Glennallen Subdistrict,STATE SUB,11,8/10/2020,50,0,0
Glennallen Subdistrict,STATE SUB,11,8/10/2020,5,0,0
Glennallen Subdistrict,STATE SUB,11,8/10/2020,3,0,0
Glennallen Subdistrict,STATE SUB,11,8/10/2020,20,2,0
Glennallen Subdistrict,STATE SUB,11,8/10/2020,12,0,0
Glennallen Subdistrict,STATE SUB,11,8/10/2020,13,0,0
Glennallen Subdistrict,STATE SUB,11,8/10/2020,52,0,0
Glennallen Subdistrict,STATE SUB,11,8/10/2020,20,0,0
Glennallen Subdistrict,STATE SUB,11,8/10/2020,52,0,0
Glennallen Subdistrict,STATE SUB,11,8/10/2020,15,0,0
Glennallen Subdistrict,STATE SUB,11,8/10/2020,10,0,0
Glennallen Subdistrict,Fed GSD Sub,11,8/10/2020,15,0,0
Glennallen Subdistrict,Fed GSD Sub,11,8/10/2020,65,0,0
Glennallen Subdistrict,Fed GSD Sub,11,8/10/2020,12,0,0
Glennallen Subdistrict,Fed GSD Sub,11,8/10/2020,27,0,0
Glennallen Subdistrict,Fed GSD Sub,11,8/10/2020,14,0,0
Glennallen Subdistrict,Fed GSD Sub,11,8/10/2020,15,0,0
Glennallen Subdistrict,STATE SUB,11,8/11/2020,4,0,0
Glennallen Subdistrict,STATE SUB,11,8/11/2020,12,0,0
Glennallen Subdistrict,STATE SUB,11,8/11/2020,30,0,0
Glennallen Subdistrict,STATE SUB,11,8/11/2020,5,0,0
Glennallen Subdistrict,STATE SUB,11,8/11/2020,3,0,0
Glennallen Subdistrict,STATE SUB,11,8/11/2020,100,0,0
Glennallen Subdistrict,STATE SUB,11,8/11/2020,24,0,0
Glennallen Subdistrict,STATE SUB,11,8/11/2020,6,0,0
Glennallen Subdistrict,Fed GSD Sub,11,8/11/2020,12,0,0
Glennallen Subdistrict,Fed GSD Sub,11,8/11/2020,24,0,0
Glennallen Subdistrict,Fed GSD Sub,11,8/11/2020,10,0,0
Glennallen Subdistrict,Fed GSD Sub,11,8/11/2020,5,0,0
Glennallen Subdistrict,Fed GSD Sub,11,8/11/2020,21,0,0
Glennallen Subdistrict,Fed GSD Sub,11,8/11/2020,8,0,0
Glennallen Subdistrict,Fed GSD Sub,11,8/11/2020,17,0,0
Glennallen Subdistrict,Fed GSD Sub,11,8/11/2020,22,0,0
Glennallen Subdistrict,STATE SUB,11,8/12/2020,7,0,0
Glennallen Subdistrict,STATE SUB,11,8/12/2020,10,1,0
Glennallen Subdistrict,STATE SUB,11,8/12/2020,20,0,0
Glennallen Subdistrict,STATE SUB,11,8/12/2020,9,0,0
Glennallen Subdistrict,STATE SUB,11,8/12/2020,2,0,0
Glennallen Subdistrict,STATE SUB,11,8/12/2020,40,0,0
Glennallen Subdistrict,STATE SUB,11,8/12/2020,17,0,0
Glennallen Subdistrict,STATE SUB,11,8/12/2020,3,0,0
Glennallen Subdistrict,STATE SUB,11,8/12/2020,12,0,0
Glennallen Subdistrict,STATE SUB,11,8/12/2020,0,0,0
Glennallen Subdistrict,Fed GSD Sub,11,8/12/2020,39,0,0
Glennallen Subdistrict,Fed GSD Sub,11,8/12/2020,19,0,0
Glennallen Subdistrict,Fed GSD Sub,11,8/12/2020,6,0,0
Glennallen Subdistrict,Fed GSD Sub,11,8/12/2020,14,0,0
Glennallen Subdistrict,Fed GSD Sub,11,8/12/2020,40,0,0
Glennallen Subdistrict,Fed GSD Sub,11,8/12/2020,8,0,0
Glennallen Subdistrict,Fed GSD Sub,11,8/12/2020,26,0,0
Glennallen Subdistrict,Fed GSD Sub,11,8/12/2020,22,0,0
Glennallen Subdistrict,Fed GSD Sub,11,8/12/2020,10,0,0
Glennallen Subdistrict,Fed GSD Sub,11,8/12/2020,7,0,0
Glennallen Subdistrict,STATE SUB,11,8/13/2020,1,0,0
Glennallen Subdistrict,STATE SUB,11,8/13/2020,4,0,0
Glennallen Subdistrict,STATE SUB,11,8/13/2020,9,0,0
Glennallen Subdistrict,STATE SUB,11,8/13/2020,13,0,0
Glennallen Subdistrict,STATE SUB,11,8/13/2020,26,0,0
Glennallen Subdistrict,STATE SUB,11,8/13/2020,40,0,0
Glennallen Subdistrict,STATE SUB,11,8/13/2020,18,0,0
Glennallen Subdistrict,STATE SUB,11,8/13/2020,20,0,0
Glennallen Subdistrict,STATE SUB,11,8/13/2020,5,0,0
Glennallen Subdistrict,STATE SUB,11,8/13/2020,3,0,0
Glennallen Subdistrict,STATE SUB,11,8/13/2020,3,0,0
Glennallen Subdistrict,Fed GSD Sub,11,8/13/2020,27,0,0
Glennallen Subdistrict,Fed GSD Sub,11,8/13/2020,20,0,0
Glennallen Subdistrict,Fed GSD Sub,11,8/13/2020,22,0,0
Glennallen Subdistrict,Fed GSD Sub,11,8/13/2020,24,0,0
Glennallen Subdistrict,Fed GSD Sub,11,8/13/2020,24,0,0
Glennallen Subdistrict,Fed GSD Sub,11,8/13/2020,3,0,0
Glennallen Subdistrict,Fed GSD Sub,11,8/13/2020,18,0,0
Glennallen Subdistrict,Fed GSD Sub,11,8/13/2020,52,0,0
Glennallen Subdistrict,Fed GSD Sub,11,8/13/2020,21,0,0
Glennallen Subdistrict,STATE SUB,11,8/14/2020,35,2,0
Glennallen Subdistrict,STATE SUB,11,8/14/2020,10,0,0
Glennallen Subdistrict,STATE SUB,11,8/14/2020,4,0,0
Glennallen Subdistrict,STATE SUB,11,8/14/2020,3,0,0
Glennallen Subdistrict,STATE SUB,11,8/14/2020,2,0,0
Glennallen Subdistrict,STATE SUB,11,8/14/2020,18,0,0
Glennallen Subdistrict,STATE SUB,11,8/14/2020,5,0,0
